Data Size,Average,Standard Deviation
7251,10.82645741,12.84567119
7252,10.82405077,12.84183354
7253,10.82746128,12.83904671
7254,10.82544948,12.83601414
7255,10.82652607,12.84213991
7256,10.8272776,12.83673824
7257,10.82420625,12.83651981
7258,10.82302991,12.83641527
7259,10.82711748,12.83549713
7260,10.8281669,12.83434798
7261,10.82676031,12.8356063
7262,10.83146069,12.83189558
7263,10.82948575,12.83278353
7264,10.82599865,12.82751914
7265,10.82517154,12.8274
7266,10.82905525,12.82834242
7267,10.82720164,12.82408857
7268,10.83109307,12.82638247
7269,10.82911722,12.82240988
7270,10.82597879,12.82277003
7271,10.83143591,12.8208727
7272,10.83034134,12.82098406
7273,10.83012581,12.81837879
7274,10.82886896,12.81832578
7275,10.82971015,12.81650567
7276,10.82747496,12.81568411
7277,10.8295892,12.81566106
7278,10.8279275,12.81153496
7279,10.82949881,12.81071421
7280,10.82857666,12.80726185
7281,10.82511576,12.80871905
7282,10.82817399,12.81001547
7283,10.82877959,12.80834379
7284,10.82866992,12.80265918
7285,10.82604111,12.80540241
7286,10.82663754,12.80648373
7287,10.82834288,12.79980264
7288,10.82720066,12.80271142
7289,10.83233535,12.79651625
7290,10.83068157,12.80195936
7291,10.83001613,12.7957636
7292,10.82949995,12.79749287
7293,10.832599,12.79345571
7294,10.82720076,12.79684295
7295,10.83277952,12.79365356
7296,10.83305891,12.78940869
7297,10.83253509,12.79087028
7298,10.83348279,12.79359779
7299,10.83030746,12.79111109
7300,10.83051758,12.78841539
7301,10.832337,12.78762132
7302,10.8303972,12.78646586
7303,10.83407273,12.78599914
7304,10.83354809,12.78254514
7305,10.83792239,12.7816313
7306,10.82860834,12.779542
7307,10.83454911,12.78395601
7308,10.83383003,12.77463259
7309,10.83264591,12.77893394
7310,10.83401692,12.7738701
7311,10.83875427,12.77279612
7312,10.83674639,12.77529703
7313,10.82786091,12.76984329
7314,10.83552674,12.76936271
7315,10.83141685,12.77102699
7316,10.84095661,12.7700694
7317,10.83714792,12.76935565
7318,10.83613272,12.77044292
7319,10.83672508,12.76768563
7320,10.83830011,12.76352285
7321,10.83579496,12.76126286
7322,10.83755519,12.76392384
7323,10.83623059,12.76147775
7324,10.83450158,12.75609886
7325,10.83633542,12.75840608
7326,10.83931886,12.75663908
7327,10.83470493,12.75595054
7328,10.8362693,12.75474414
7329,10.83924177,12.75154424
7330,10.8355096,12.75081558
7331,10.83486351,12.75282096
7332,10.83944179,12.75179058
7333,10.83701099,12.75239551
7334,10.84057325,12.74661
7335,10.83906877,12.74356288
7336,10.8376277,12.74568492
7337,10.84127465,12.73811688
7338,10.83653685,12.74455342
7339,10.8357934,12.74215335
7340,10.83678092,12.74417212
7341,10.83782061,12.73920343
7342,10.83201452,12.74003145
7343,10.83052911,12.73619499
7344,10.8409835,12.73987312
7345,10.84583897,12.7375291
7346,10.84222176,12.7319567
7347,10.84099779,12.73387646
7348,10.83911907,12.73310832
7349,10.84365936,12.7304429
7350,10.83751782,12.72980057
7351,10.83974674,12.72821217
7352,10.83872128,12.72932781
7353,10.84372669,12.72824889
7354,10.83959299,12.7294835
7355,10.83894185,12.72849277
7356,10.84205632,12.72318797
7357,10.83691624,12.72122423
7358,10.84019572,12.72105774
7359,10.84577363,12.72189132
7360,10.83825024,12.71601502
7361,10.84253395,12.71520538
7362,10.84257597,12.71758552
7363,10.84361603,12.71571012
7364,10.83906883,12.71638459
7365,10.8420604,12.71215067
7366,10.84305377,12.71274658
7367,10.84398427,12.71121097
7368,10.84544087,12.70974929
7369,10.84076996,12.71073569
7370,10.84125292,12.70716424
7371,10.84766341,12.70424177
7372,10.84573757,12.70511227
7373,10.84574593,12.70668359
7374,10.84487745,12.70510844
7375,10.84480433,12.70351018
7376,10.843215,12.69990976
7377,10.84441746,12.69599002
7378,10.84797671,12.69788965
7379,10.84319356,12.70087782
7380,10.84140721,12.69479689
7381,10.84726285,12.694948
7382,10.84575209,12.6947532
7383,10.84636911,12.69192778
7384,10.84635706,12.68573429
7385,10.84464219,12.68969327
7386,10.85080469,12.68546865
7387,10.84689524,12.68669877
7388,10.84475309,12.68860907
7389,10.84479899,12.68455042
7390,10.84475095,12.68275872
7391,10.84509913,12.68619749
7392,10.84777768,12.6835655
7393,10.8500304,12.68150248
7394,10.84352622,12.68164959
7395,10.84489463,12.67970019
7396,10.84586388,12.68154171
7397,10.84613462,12.678338
7398,10.85402887,12.67709339
7399,10.85426751,12.67650743
7400,10.84354011,12.6699605
7401,10.84937076,12.67540249
7402,10.84705365,12.67170487
7403,10.84688834,12.67100941
7404,10.8509772,12.66987766
7405,10.85195141,12.66815325
7406,10.85104778,12.66703859
7407,10.85000783,12.6607873
7408,10.84827165,12.6642681
7409,10.8493245,12.66522662
7410,10.85234066,12.6610775
7411,10.84941805,12.65987621
7412,10.84931552,12.66059324
7413,10.84638316,12.65567323
7414,10.84925669,12.65870214
7415,10.85254265,12.65863146
7416,10.85027938,12.65190751
7417,10.84864586,12.65409491
7418,10.85126739,12.65007323
7419,10.85178949,12.65371957
7420,10.85069438,12.65232073
7421,10.85243574,12.64845245
7422,10.85052504,12.64849092
7423,10.85117587,12.64243944
7424,10.85060833,12.64562439
7425,10.85110192,12.64199606
7426,10.85349192,12.64364105
7427,10.85303873,12.64299914
7428,10.85517601,12.64003064
7429,10.85157997,12.64139319
7430,10.85768844,12.64061557
7431,10.85018879,12.63647675
7432,10.84966803,12.63735414
7433,10.85343553,12.63974043
7434,10.85321783,12.63669777
7435,10.85293452,12.63778553
7436,10.85334792,12.63552991
7437,10.85520549,12.62785188
7438,10.85392422,12.627209
7439,10.85317567,12.63005873
7440,10.85513379,12.62677472
7441,10.85027414,12.62965788
7442,10.84940455,12.62524882
7443,10.85313918,12.62637788
7444,10.85619686,12.62593185
7445,10.85119635,12.62230626
7446,10.85661117,12.62029992
7447,10.85120253,12.61885743
7448,10.85469759,12.6179273
7449,10.85566754,12.62063282
7450,10.85552869,12.61390751
7451,10.85271772,12.6190505
7452,10.85757643,12.61455081
7453,10.85714782,12.61548493
7454,10.85360548,12.61794502
7455,10.85382601,12.61196076
7456,10.85190736,12.6113543
7457,10.85574695,12.60932054
7458,10.85978964,12.60933868
7459,10.85888032,12.60605393
7460,10.85680141,12.60366422
7461,10.85165028,12.6059176
7462,10.85569126,12.6091754
7463,10.85708924,12.6029773
7464,10.85790351,12.60293611
7465,10.85553504,12.60060965
7466,10.85614859,12.59840553
7467,10.85866251,12.597219
7468,10.85879593,12.59881511
7469,10.85448176,12.59510149
7470,10.856813,12.59607803
7471,10.85719138,12.59331034
7472,10.85986239,12.59066032
7473,10.86009741,12.59155206
7474,10.85920026,12.59065392
7475,10.86344922,12.59190039
7476,10.85676584,12.58743853
7477,10.85783833,12.58728863
7478,10.86113752,12.58697151
7479,10.85596173,12.58332322
7480,10.85915853,12.58334052
7481,10.86049511,12.5820286
7482,10.85896354,12.58494614
7483,10.85927043,12.57998668
7484,10.85659104,12.57652486
7485,10.86075076,12.57869522
7486,10.86038208,12.57688923
7487,10.86031883,12.57562343
7488,10.86260549,12.57463823
7489,10.86236434,12.57328672
7490,10.86020562,12.57237358
7491,10.85600692,12.56855774
7492,10.86010418,12.56940062
7493,10.86204346,12.56919538
7494,10.8623759,12.57060159
7495,10.85976205,12.56844227
7496,10.86632506,12.57178487
7497,10.86314222,12.56528023
7498,10.8616034,12.56077523
7499,10.85788621,12.56072828
7500,10.85897312,12.56073067
7501,10.85686149,12.55578997
7502,10.85701206,12.5603503
7503,10.86366828,12.55645472
7504,10.85699287,12.55787077
7505,10.86363222,12.55836692
7506,10.86567166,12.55719633
7507,10.86608998,12.55200851
7508,10.86759919,12.55377558
7509,10.86481949,12.55027244
